Identyfikator Produktu Leczniczego;Nazwa Produktu Leczniczego;Rodzaj preparatu;Moc;Postać farmaceutyczna;;
100182475;Lexotan;Ludzki;150 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100185278;Polvertic;Ludzki;150 mg;Tabletki powlekane;;
100190813;Myfenax;Ludzki;150 mg;Kapsułki o przedłużonym uwalnianiu;;
100191126;Flavamed;Ludzki;150 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100192798;Xeomin;Ludzki;150 mg;Tabletki powlekane;;
100204952;Lercan;Ludzki;150 mg;Tabletki o przedłużonym uwalnianiu;;
100213916;Ryspolit;Ludzki;150 mg;Roztwór do wstrzykiwań;;
100217699;Lamivudine Teva Pharma B.V.;Ludzki;150 mg;Tabletki powlekane;;
100222476;Olanzapine Lekam;Ludzki;150 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100228496;Laboteqlek Anti-Red;Ludzki;150 mg;Tabletki powlekane;;
100229372;Nurofen Express Caps;Ludzki;150 mg;Tabletki drażowane;;
100230375;Ketoprofen-SF;Ludzki;150 mg;Tabletki powlekane;;
100230949;Ibandronic Acid Teva;Ludzki;150 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100231943;Amlodipine Bluefish;Ludzki;150 mg;Tabletki powlekane;;
100233379;Anzorin;Ludzki;150 mg;Tabletka;;
100235088;Flavamed;Ludzki;150 mg;Roztwór do wstrzykiwań w ampułko-strzykawce;;
100236828;Cyanokit;Ludzki;150 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100237035;Octanate;Ludzki;150 mg;Tabletki powlekane;;
100238218;Orizon;Ludzki;150 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100240327;Toptelmi;Ludzki;150 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100244101;Rolpryna SR;Ludzki;150 mg;Tabletki powlekane;;
100246577;Zentel;Ludzki;150 mg;Tabletki powlekane;;
100250107;Mesopral;Ludzki;150 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100252187;Oprymea;Ludzki;150 mg;Tabletki powlekane;;
100258818;Levetiracetam Actavis Group;Ludzki;150 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100259924;Tenaxum;Ludzki;150 mg;Tabletki powlekane;;
100262435;Sertralina Krka;Ludzki;150 mg;Tabletki powlekane;;
100273249;Lekoklar forte;Ludzki;150 mg;Tabletka;;
100273344;Gardimax Medica;Ludzki;150 mg;Tabletka;;
100273628;PecFent;Ludzki;150 mg;Kapsułki twarde;;
100275679;Venoruton Gel;Ludzki;150 mg;Proszek do sporządzania roztworu do infuzji;;
100283325;Ciclolack;Ludzki;150 mg;Tabletki powlekane;;
100283466;Duphaston;Ludzki;150 mg;Tabletki powlekane;;
100284141;Veregen;Ludzki;150 mg;Zawiesina do wstrzykiwań o przedłużonym uwalnianiu;;
100287100;Xylometazolin Teva;Ludzki;150 mg;Tabletki o przedłużonym uwalnianiu;;
100288340;Telmisartan Viatris;Ludzki;150 mg;Kapsułki miękkie;;
100289285;Betaserc;Ludzki;150 mg;Kapsułki twarde;;
100292229;Diprogenta;Ludzki;150 mg;Kapsułki twarde;;
100295370;Irbesartan Hydrochlorothiazide Zentiva;Ludzki;150 mg;Tabletki powlekane;;
100298781;Procto-Glyvenol;Ludzki;150 mg;Tabletki powlekane;;
100300762;Memantine ratiopharm;Ludzki;150 mg;Tabletki powlekane;;
100302531;Dymista;Ludzki;150 mg;Tabletka;;
100304398;Bactroban;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100305446;ApoEscitaxin ORO;Ludzki;150 mg;Tabletki powlekane;;
100306658;Simponi;Ludzki;150 mg;Tabletki powlekane;;
100306701;Tezeo HCT;Ludzki;150 mg;Tabletki powlekane;;
100308485;Actrapid;Ludzki;150 mg;Tabletki powlekane;;
100309585;Efficib;Ludzki;150 mg;Proszek do sporządzania roztworu do wstrzykiwań;;
100312535;Olanzapine Glenmark Europe;Ludzki;150 mg;Tabletki powlekane;;
100313440;Protaphane InnoLet;Ludzki;150 mg;Tabletki powlekane;;
100315404;Urokinase medac;Ludzki;150 mg;Tabletki powlekane;;
100315516;Noclaud;Ludzki;150 mg;Globulki;;
100316438;Sancuso;Ludzki;150 mg;Tabletki musujące;;
100320799;Kalium Carbonicum;Ludzki;150 mg;Tabletki;;
100320859;Lac Caninum;Ludzki;150 mg;Tabletki powlekane;;
100322048;Thuya Occidentalis;Ludzki;150 mg;Kapsułki twarde;;
100325897;Nuwiq;Ludzki;150 mg;Tabletki powlekane;;
100327732;RANMET XR;Ludzki;150 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100328051;Eloprine;Ludzki;150 mg;Tabletki powlekane;;
100329116;Omacor;Ludzki;150 mg;Tabletki powlekane o przedłużonym uwalnianiu;;
100330668;Apra;Ludzki;150 mg;Tabletki powlekane;;
100333448;Aurex 20;Ludzki;150 mg;Tabletki;;
100334838;Levopront;Ludzki;150 mg;Tabletki powlekane;;
100335980;Rixubis;Ludzki;150 mg;Tabletki powlekane;;
100335996;Rixubis;Ludzki;150 mg;Tabletki powlekane;;
100341873;Ospen 1500;Ludzki;150 mg;Tabletki powlekane;;
100351854;Omidria;Ludzki;150 mg;Globulki;;
100352670;Beto 100 ZK;Ludzki;150 mg;Kapsułki twarde;;
100353729;Gopten 2,0;Ludzki;150 mg;Tabletki powlekane;;
100358135;Sanval;Ludzki;150 mg;Tabletki powlekane;;
100361054;Remolexam;Ludzki;150 mg;Tabletki powlekane;;
100363596;Fluxazol;Ludzki;150 mg;Tabletki o przedłużonym uwalnianiu;;
100364288;Ibuprofen B. Braun;Ludzki;150 mg;Tabletki o przedłużonym uwalnianiu;;
100364638;Napritum;Ludzki;150 mg;Kapsułki miękkie;;
100365187;Tadalafil Maxigra;Ludzki;150 mg;Proszek do sporządzania roztworu do wstrzykiwań;;
100365626;Tranxene;Ludzki;150 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100367039;Steper pro;Ludzki;150 mg;Kapsułki miękkie;;
100371957;Budixon Neb;Ludzki;150 mg;Kapsułki twarde;;
100372537;Floxamic Neo;Ludzki;150 mg;Kapsułki twarde;;
100373689;ALLERTEC FOXILL;Ludzki;150 mg;Kapsułki twarde;;
100375895;Cirrus;Ludzki;150 mg;Kapsułki twarde;;
100376216;Padma 28 Formuła;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100376908;Polamoklav;Ludzki;150 mg;Kapsułki twarde;;
100377693;Cabometyx;Ludzki;150 mg;Tabletki o przedłużonym uwalnianiu;;
100378907;Kimoks;Ludzki;150 mg;Tabletki dojelitowe;;
100379309;Metcrean;Ludzki;150 mg;Tabletki dojelitowe;;
100380034;Krople Venol;Ludzki;150 mg;Kapsułki twarde;;
100380956;Zytiga;Ludzki;150 mg;Kapsułki twarde;;
100381766;Glyxambi;Ludzki;150 mg;Kapsułki twarde;;
100383357;Lidocaine 1% Fresenius Kabi;Ludzki;150 mg;Roztwór do wstrzykiwań;;
100383860;Alecensa;Ludzki;150 mg;Kapsułki twarde;;
100384948;Anagrelid Nordic;Ludzki;150 mg;Tabletki powlekane;;
100387065;Diclofenac APTEO MED;Ludzki;150 mg;Tabletki powlekane;;
100389377;Cefuroxime Genoptim;Ludzki;150 mg;Tabletki powlekane;;
100393440;Fosfomycin US Pharmacia;Ludzki;150 mg;Kapsułki twarde;;
100393999;Camilia;Ludzki;150 mg;Tabletki powlekane;;
100394220;Bibloc;Ludzki;150 mg;Kapsułki twarde;;
100397276;Flegafortan;Ludzki;150 mg;Tabletki o przedłużonym uwalnianiu;;
100404102;Okitask;Ludzki;150 mg;Tabletki o przedłużonym uwalnianiu;;
100405107;Avasart Trio;Ludzki;150 mg;Tabletki dojelitowe;;
100406354;Sintrom;Ludzki;150 mg;Tabletki;;
100407610;Otrivin Menthol;Ludzki;150 mg;Tabletki powlekane;;
100407796;Posaconazole Teva;Ludzki;150 mg;Kapsułki twarde;;
100408086;Rosamera;Ludzki;150 mg;Tabletki powlekane;;
100408324;Meteospasmyl;Ludzki;150 mg;Tabletki;;
100409909;Esogno;Ludzki;150 mg;Tabletki powlekane;;
100410048;Fromilid Uno;Ludzki;150 mg;Kapsułki twarde;;
100410522;Xylo-Pantenol Kids;Ludzki;150 mg;Tabletka do rozgryzania i żucia;;
100410976;Sebidin Intensive;Ludzki;150 mg;Tabletka;;
100412633;Sitagliptin Adamed;Ludzki;150 mg;Tabletki powlekane;;
100412886;Soledum forte;Ludzki;150 mg;Kapsułki twarde;;
100415979;Vizimpro;Ludzki;150 mg;Kapsułki twarde;;
100417642;Bisacodyl GSK;Ludzki;150 mg;Roztwór do wstrzykiwań w ampułko-strzykawce;;
100417665;Febuxostat Krka;Ludzki;150 mg;Roztwór do wstrzykiwań we wstrzykiwaczu;;
100419351;Isotretinoin Aristo;Ludzki;150 mg;Tabletki powlekane;;
100419820;Gynoxin Optima;Ludzki;150 mg;Tabletki drażowane;;
100420118;Ketoprofenum Fastum;Ludzki;150 mg;Kapsułki twarde;;
100420271;Ambrisentan AOP;Ludzki;150 mg;Tabletki;;
100420905;Herzuma;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100422761;Pregnyl;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100422991;Totylem;Ludzki;150 mg;Tabletki powlekane;;
100423542;Nivalin;Ludzki;150 mg;Kapsułki twarde;;
100423803;Tecentriq;Ludzki;150 mg;Tabletki;;
100424205;Ibuprofen TZF;Ludzki;150 mg;Proszek do sporządzania koncentratu do przygotowania roztworu do infuzji;;
100424352;Niquitin Przezroczysty;Ludzki;150 mg;Tabletki powlekane;;
100424961;Seroxat;Ludzki;150 mg;Tabletki o przedłużonym uwalnianiu;;
100425759;Abacavir Accord;Ludzki;150 mg;Proszek do sporządzania koncentratu roztworu do infuzji;;
100426049;Gopten 0,5;Ludzki;150 mg;Kapsułki twarde;;
100429059;Flegamina Fast Junior;Ludzki;150 mg;Tabletki powlekane;;
100429289;Tiapridal;Ludzki;150 mg;Proszek do sporządzania koncentratu do przygotowania roztworu do infuzji;;
100429970;Isturisa;Ludzki;150 mg;Tabletki powlekane;;
100431731;Temozolomide Glenmark;Ludzki;150 mg;Tabletki powlekane;;
100432529;Rivaroxaban G.L. Pharma;Ludzki;150 mg;Proszek do sporządzania koncentratu roztworu do infuzji;;
100433173;Wellbutrin XR;Ludzki;150 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100433411;Paracetamol Nutra Essential;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100434072;Metformax Combi;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100434764;Atarax;Ludzki;150 mg;Tabletki o przedłużonym uwalnianiu;;
100435284;Betacal;Ludzki;150 mg;Tabletki powlekane;;
100436220;Ampicillin Adamed;Ludzki;150 mg;Kapsułki twarde;;
100436830;Kyleena;Ludzki;150 mg;Tabletki powlekane;;
100436852;Zentel;Ludzki;150 mg;Tabletki drażowane;;
100436987;Nepexto;Ludzki;150 mg;Tabletki powlekane;;
100438199;Uldiulan;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100438609;Levocetirizine Hasco;Ludzki;150 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100438940;Zeposia;Ludzki;150 mg;Tabletki powlekane;;
100439187;Daurismo;Ludzki;150 mg;Proszek do sporządzania koncentratu roztworu do infuzji;;
100441209;Sitagliptin + Metformin hydrochloride APC;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100441936;Zynrelef;Ludzki;150 mg;Kapsułki twarde;;
100447494;Ticagrelor Aristo;Ludzki;150 mg;Tabletki drażowane;;
100447838;Dipeptiven;Ludzki;150 mg;Tabletki powlekane;;
100448499;Ogluo;Ludzki;150 mg;Tabletki powlekane;;
100449375;Binatta;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100449926;Poltixa;Ludzki;150 mg;Kapsułki twarde;;
100450150;NEXPOVIO;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100451652;Tobradex;Ludzki;150 mg;Tabletki dojelitowe;;
100453943;Ansifora;Ludzki;150 mg;Tabletki powlekane;;
100454270;Betaloc ZOK 25;Ludzki;150 mg;Kapsułki twarde;;
100455225;Efmody;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100456970;Klacid Uno;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100457366;Floxal;Ludzki;150 mg;Kapsułki twarde;;
100457464;IPAM;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100457489;IPAM;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100457881;Pregabalin Reddy;Ludzki;150 mg;Tabletki powlekane;;
100458616;Calcium-Sandoz Forte;Ludzki;150 mg;Tabletki o przedłużonym uwalnianiu;;
100458844;Coxydyna;Ludzki;150 mg;Tabletki powlekane;;
100459475;Piperacillin + Tazobactam Kalceks;Ludzki;150 mg;Zawiesina do wstrzykiwań o przedłużonym uwalnianiu w ampułko-strzykawce;;
100459573;DX2LEK max;Ludzki;150 mg;Zawiesina do wstrzykiwań o przedłużonym uwalnianiu w ampułko-strzykawce;;
100461837;Clefirem;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100462821;Diemono;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100462951;Utrogestan;Ludzki;150 mg;Kapsułki twarde;;
100463870;Viregyt-K;Ludzki;150 mg;Tabletki powlekane;;
100464201;ASPIGOLA smak miętowy bez cukru;Ludzki;150 mg;Proszek do sporządzania koncentratu roztworu do infuzji;;
100464388;Akineton;Ludzki;150 mg;Kapsułki twarde;;
100464577;Xalofree Combi;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100465007;Liberelle;Ludzki;150 mg;Koncentrat i rozpuszczalnik do sporządzania roztworu do infuzji;;
100466480;Deksametazon Accord;Ludzki;150 mg;Kapsułki twarde;;
100468216;Daktarin-oral;Ludzki;150 mg;Kapsułki twarde;;
100468353;Sugammadex Baxter;Ludzki;150 mg;Granulat powlekany;;
100469642;Bortezomib TZF;Ludzki;150 mg;Kapsułki twarde;;
100470688;Pirfenidone axunio;Ludzki;150 mg;Zawiesina do wstrzykiwań o przedłużonym uwalnianiu;;
100472414;Metizol;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100472993;Dorzolamidum+Timololum Misom Labs;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100473084;Ketorolac trometamol Misom;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100474093;Mirena;Ludzki;150 mg;Tabletki powlekane;;
100475206;Tardyferon-Fol;Ludzki;150 mg;Tabletki o przedłużonym uwalnianiu;;
100475950;Ezehron Duo;Ludzki;150 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100476541;Argosulfan;Ludzki;150 mg;Roztwór do wstrzykiwań w ampułko-strzykawce;;
100476657;Omeprazole Sandoz;Ludzki;150 mg;Tabletki o przedłużonym uwalnianiu;;
100476920;Pirfenidon Cipla;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100476937;Pirfenidon Cipla;Ludzki;150 mg;Tabletki o przedłużonym uwalnianiu;;
100476969;Mibrex;Ludzki;150 mg;Globulki;;
100477907;Mycapssa;Ludzki;150 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100478447;Nuodil;Ludzki;150 mg;Kapsułki twarde;;
100478479;Bosutinib Stada;Ludzki;150 mg;Kapsułki twarde;;
100480602;Vermox;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100480634;Jospiten;Ludzki;150 mg;Tabletka;;
100481142;Alcaine;Ludzki;150 mg;Tabletki powlekane;;
100481461;Pitipix;Ludzki;150 mg;Tabletki powlekane;;
100481545;Zomiren;Ludzki;150 mg;Kapsułki twarde;;
100482039;Vitamin D3 Krka;Ludzki;150 mg;Roztwór do wstrzykiwań w ampułko-strzykawce;;
100482120;Cloxacillin Eugia;Ludzki;150 mg;Kapsułki twarde;;
100482235;Tolvaptan Accord;Ludzki;150 mg;Granulat powlekany;;
100482495;Apinoptim;Ludzki;150 mg;Tabletki powlekane;;
100484064;ANNEXXO;Ludzki;150 mg;Kapsułki twarde;;
100484786;Dostinex;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100485601;Vidisic;Ludzki;150 mg;Kapsułki twarde;;
100485879;Clobetasol Propionate Belupo;Ludzki;150 mg;Tabletki powlekane;;
100486082;Pazopanib Zentiva;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100486726;Amantix;Ludzki;150 mg;Kapsułki o przedłużonym uwalnianiu, twarde;;
100487241;Singulair 10;Ludzki;150 mg;Kapsułki twarde;;
100487280;Teicopix;Ludzki;150 mg;Kapsułki twarde;;
100487357;Gyno-Pevaryl 150;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100487676;Betaserc;Ludzki;150 mg;Tabletki powlekane;;
100488204;Excedrin Duo;Ludzki;150 mg;Kapsułki twarde;;
100488236;Tepkinly;Ludzki;150 mg;Kapsułki twarde;;
100488380;Gabapentin Teva;Ludzki;150 mg;Tabletki powlekane;;
100488933;Nesyrgy;Ludzki;150 mg;Kapsułki twarde;;
100489441;Acidum ascorbicum Aga Kommerz;Ludzki;150 mg;Kapsułki twarde;;
100489500;Voltaren Emulgel;Ludzki;150 mg;Kapsułki twarde;;
100489928;Lanreotide Zentiva;Ludzki;150 mg;Roztwór do wstrzykiwań;;
100492498;Zaldiar Effervescent;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100492655;Metalyse;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100492903;Vortioxetine Viatris Pharma;Ludzki;150 mg;Globulki;;
100495083;Bactroban;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100495650;Vigantol;Ludzki;150 mg;Kapsułki twarde;;
100495741;Rolpryna SR;Ludzki;150 mg;Kapsułki twarde;;
100496971;Escitalopram Actavis;Ludzki;150 mg;Tabletki o przedłużonym uwalnianiu;;
100498155;Rupafin;Ludzki;150 mg;Kapsułki twarde;;
100498838;Beto 200 ZK;Ludzki;150 mg;Globulki;;
100500044;Rytmonorm 150;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100500150;Balfumon;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100500447;Dimethyl Fumarate Olpha;Ludzki;150 mg;Kapsułki twarde;;
100500629;Linagliptin Accord;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100500923;Triderm;Ludzki;150 mg;Kapsułki twarde;;
100501677;Pazopanib Sandoz;Ludzki;150 mg;Tabletki powlekane;;
100502399;Pomalidomide Zentiva;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100506710;Nerila;Ludzki;150 mg;Kapsułki twarde;;
100508473;Betahistyna Bluefish;Ludzki;150 mg;Zawiesina do wstrzykiwań o przedłużonym uwalnianiu w ampułko-strzykawce;;
100508532;Xanax SR;Ludzki;150 mg;Zawiesina do wstrzykiwań o przedłużonym uwalnianiu w ampułko-strzykawce;;
100509170;Femoston;Ludzki;150 mg;Tabletki o przedłużonym uwalnianiu;;
100509618;Norditropin FlexPro;Ludzki;150 mg;Tabletki powlekane;;
100510211;Melatonin Orion;Ludzki;150 mg;Kapsułki miękkie;;
100510400;Dabigatran etexilate Teva;Ludzki;150 mg;Kapsułki miękkie;;
100510570;Eltrombopag TZF;Ludzki;150 mg;Tabletki powlekane;;
100511088;Laryngomedin;Ludzki;150 mg;Kapsułki miękkie;;
100511466;Concor 5;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100513126;Concor Cor 2,5;Ludzki;150 mg;Kapsułki twarde;;
100513438;Nintedanib Onkogen;Ludzki;150 mg;Zawiesina do wstrzykiwań o przedłużonym uwalnianiu w ampułko-strzykawce;;
100514454;Uzpruvo;Ludzki;150 mg;Kapsułki twarde;;
100515593;Twilev;Ludzki;150 mg;Tabletki powlekane;;
100516070;Calfos;Ludzki;150 mg;Kapsułki miękkie;;
100516160;Bactroban;Ludzki;150 mg;Zawiesina do wstrzykiwań o przedłużonym uwalnianiu w ampułko-strzykawce;;
100522090;Vagifem;Ludzki;150 mg;Kapsułki twarde;;
100522110;Tiapridal;Ludzki;150 mg;Kapsułki twarde;;
100522296;Emtricitabine/Tenofovir alafenamide Viatris;Ludzki;150 mg;Tabletki powlekane;;
100522446;Verrumal;Ludzki;150 mg;Kapsułki twarde;;
100522915;Riulvy;Ludzki;150 mg;Tabletki powlekane;;
100526573;Iberogast;Ludzki;150 mg;Kapsułki twarde;;
100527680;Mydocalm Forte;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100528668;Gobivaz;Ludzki;150 mg;Kapsułki miękkie;;
100532333;NiQuitin Przezroczysty;Ludzki;150 mg;Globulki;;
100532522;Ondibta;Ludzki;150 mg;Kapsułki miękkie;;
100533608;Koselugo;Ludzki;150 mg;Globulki;;
100535437;mNEXSPIKE;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100536232;Adenosine Polpharma;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100537826;Tardyferon;Ludzki;150 mg;Tabletka do rozgryzania i żucia;;
100537988;Calfos;Ludzki;150 mg;Tabletki powlekane;;
100538138;Nebido;Ludzki;150 mg;Tabletki o zmodyfikowanym uwalnianiu;;
100538958;Sinecod;Ludzki;150 mg;Proszek do sporządzania koncentratu roztworu do infuzji;;
100252135;Leflunomide ratiopharm;Ludzki;150 mg / 2 ml;Roztwór do nakrapiania;;
100223665;Venlafaxine Bluefish XL;Ludzki;150 mg /ml;Zawiesina do wstrzykiwań;;
100058427;Rispolept;Ludzki;150 mg + 100 mg;Kapsułki twarde;;
100493352;Casgevy;Ludzki;150 mg + 100 mg;Tabletki powlekane;;
100345569;Rasagiline Vipharm;Ludzki;150 mg + 1000 mg;Tabletki powlekane;;
100094541;Flucofast;Ludzki;150 mg + 12,5 mg;Tabletki;;
100158407;multiBic bezpotasowy roztwór do hemodializy/do hemofiltracji;Ludzki;150 mg + 12,5 mg;Tabletki powlekane;;
100242533;Dipper-Mono;Ludzki;150 mg + 12,5 mg;Tabletki powlekane;;
100320701;Rana Bufo;Ludzki;150 mg + 12,5 mg;Tabletki;;
100320724;Cuprum Metallicum;Ludzki;150 mg + 12,5 mg;Tabletki powlekane;;
100334583;BDS N;Ludzki;150 mg + 12,5 mg;Tabletki powlekane;;
100336056;Rixubis;Ludzki;150 mg + 12,5 mg;Tabletki;;
100336079;Sevelamer carbonate Winthrop;Ludzki;150 mg + 12,5 mg;Tabletki powlekane;;
100279453;Tiaprid PMCS;Ludzki;150 mg + 144 mg + 50 mg;Tabletki;;
100387728;Dafurag;Ludzki;150 mg + 150 mg + 100 mg;Kapsułki twarde;;
100391598;Gefitinib Synthon;Ludzki;150 mg + 150 mg + 100 mg;Kapsułki twarde;;
100435887;Triderm;Ludzki;150 mg + 150 mg + 100 mg;Kapsułki twarde;;
100436013;Eslibon;Ludzki;150 mg + 150 mg + 100 mg;Kapsułki twarde;;
100437567;Lapress;Ludzki;150 mg + 150 mg + 100 mg;Kapsułki twarde;;
100323088;Hemangiol;Ludzki;150 mg + 150 mg + 100 mg ;Kapsułki twarde;;
100389160;Klabax EC;Ludzki;150 mg + 150 mg + 200 mg + 10 mg;Tabletki powlekane;;
100157336;Maść borna;Ludzki;150 mg + 150 mg + 200 mg + 245 mg;Tabletki powlekane;;
100441149;Inflanor Plus;Ludzki;150 mg + 188 mg;Granulat w saszetce;;
100007849;Aspirin C;Ludzki;150 mg + 21 mg;Tabletki;;
100386255;Bibloc;Ludzki;150 mg + 30 mg;Tabletki do rozgryzania i żucia;;
100089050;Rowatinex;Ludzki;150 mg + 300 mg;Tabletki powlekane;;
100417205;Vihuma;Ludzki;150 mg + 300 mg;Tabletki powlekane;;
100130515;Lantus;Ludzki;150 mg + 37,5 mg + 200 mg;Tabletki powlekane;;
100303424;Polmatine;Ludzki;150 mg + 37,5 mg + 200 mg;Tabletki powlekane;;
100336850;Hydrocortisonum-SF;Ludzki;150 mg + 37,5 mg + 200 mg;Tabletki powlekane;;
100532898;GalenVita;Ludzki;150 mg + 50 mg + 0,2 mg;Tabletki powlekane;;
100370751;Zonisamide Viatris;Ludzki;150 mg + 50 mg + 50 mg;Tabletka;;
100103435;Clexane forte;Ludzki;150 mg + 7,29 mg + 200 mg;Kapsułki miękkie;;
100345523;Travocort;Ludzki;150 mg + 850 mg;Tabletki powlekane;;
100082667;Acetylcysteine Sandoz;Ludzki;150 mg/5 ml;Granulat do sporządzania zawiesiny doustnej;;
100421419;Azacitidine STADA;Ludzki;150 mg/5 ml;Roztwór do infuzji;;
100526490;Ketonal;Ludzki;150 mg/6 ml;Koncentrat do sporządzania roztworu do infuzji;;
100106617;ACC;Ludzki;150 mg/g;Żel;;
100234479;Roqurum;Ludzki;150 mg/g;Żel;;
100247654;Olanzapine Bluefish;Ludzki;150 mg/g;Premiks do sporządzania paszy leczniczej;;
100254016;Doxazosin Aurobindo;Ludzki;150 mg/g;Proszek doustny;;
100279370;Atorvastatin Krka;Ludzki;150 mg/g;Proszek doustny;;
100412722;Aciclovir Accord;Ludzki;150 mg/g;Proszek do podania w wodzie do picia;;
100491997;Acnatac;Ludzki;150 mg/g;Żel;;
100505824;Paliperidone +pharma;Ludzki;150 mg/g;Żel;;
100017150;Davercin;Ludzki;150 mg/ml;Roztwór do wstrzykiwań i infuzji;;
100018043;Elocom;Ludzki;150 mg/ml;Zawiesina do wstrzykiwań;;
100033210;Ketalar 10;Ludzki;150 mg/ml;Koncentrat do sporządzania roztworu do infuzji;;
100081337;Retrovir;Ludzki;150 mg/ml;Zawiesina do wstrzykiwań;;
100114947;Lamotrix;Ludzki;150 mg/ml;Roztwór do wstrzykiwań i infuzji;;
100210958;Nimvastid;Ludzki;150 mg/ml;Zawiesina do wstrzykiwań;;
100211120;Ismigen;Ludzki;150 mg/ml;Roztwór do wstrzykiwań / koncentrat do sporządzania roztworu do infuzji;;
100222803;Modigraf;Ludzki;150 mg/ml;Zawiesina do wstrzykiwań;;
100254393;Contrahist;Ludzki;150 mg/ml;Roztwór do infuzji;;
100264894;Lidocaine Grindeks;Ludzki;150 mg/ml;Koncentrat do sporządzania roztworu do infuzji;;
100273166;Repaglinide Accord;Ludzki;150 mg/ml;Roztwór do wstrzykiwań;;
100365193;Tadalafil Polpharma;Ludzki;150 mg/ml;Roztwór do wstrzykiwań;;
100416690;Delstrigo;Ludzki;150 mg/ml;Roztwór do wstrzykiwań;;
100426948;Lamivudine Aurovitas;Ludzki;150 mg/ml;Roztwór do wstrzykiwań;;
100441416;Rivaroxaban APC;Ludzki;150 mg/ml;Zawiesina do wstrzykiwań;;
100444107;BiotinoZin;Ludzki;150 mg/ml;Roztwór do wstrzykiwań / do infuzji;;
100481962;Alatic;Ludzki;150 mg/ml;Koncentrat do sporządzania roztworu do infuzji;;
100487949;Remirta ORO;Ludzki;150 mg/ml;Roztwór do wstrzykiwań / do infuzji;;
100531955;Rupafin;Ludzki;150 mg/ml;Zawiesina do wstrzykiwań;;
100415241;Levirox;Ludzki;150 mg/ml (15 000 j.m.);Roztwór do wstrzykiwań w ampułko-strzykawce;;
100415353;Micafungin Day Zero;Ludzki;150 mg/ml (15 000 j.m.);Roztwór do wstrzykiwań w ampułko-strzykawce;;
